material,predicted_material,top1_probability,top2_probability,margin,centroid_distance,decision,review_reason,top3_candidates,is_correct
Hematite,Pyrite,0.2314307248530688,0.22746077352032398,0.003969951332744803,2.311860300837886,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Magnetite;Hematite,False
Hematite,Pyrite,0.30292084858828505,0.2019179634484153,0.10100288513986974,3.894613946929074,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Hematite;Magnetite,False
Hematite,Pyrite,0.30689030687782576,0.20694406443228483,0.09994624244554093,2.7209152375260324,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Chalcopyrite;Hematite,False
Hematite,Hematite,0.34016934069218224,0.19010301379178665,0.1500663269003956,2.3745653628591934,review_unknown_or_ambiguous,low_probability,Hematite;Magnetite;Pyrite,True
Hematite,Magnetite,0.26291208512618774,0.22394959037152926,0.03896249475465849,9.800879159448622,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Magnetite;Hematite;Chalcopyrite,False
Hematite,Chalcopyrite,0.25767925462186403,0.2450348597780837,0.012644394843780327,8.32230007498792,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Chalcopyrite;Pyrite;Hematite,False
Hematite,Hematite,0.25504377834122277,0.21357610213174819,0.041467676209474585,2.020804347182667,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Pyrite;Chalcopyrite,True
Hematite,Chalcopyrite,0.3082348165684787,0.27138017232998435,0.03685464423849433,2.9231531374390425,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Hematite,Chalcopyrite,0.36563613830017605,0.1886404223298294,0.17699571597034666,6.432682506180766,review_unknown_or_ambiguous,low_probability,Chalcopyrite;Magnetite;Hematite,False
Hematite,Chalcopyrite,0.5516277503543981,0.11392303118369772,0.4377047191707004,1.8855779469025777,review_unknown_or_ambiguous,low_probability,Chalcopyrite;Hematite;Magnetite,False
Hematite,Pyrite,0.39351598098385504,0.26531788563144737,0.12819809535240767,7.381964613993708,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Chalcopyrite;Magnetite,False
Hematite,Magnetite,0.2840536436140762,0.23317050037383732,0.050883143240238876,1.996985260609354,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Hematite;Pyrite,False
Hematite,Chalcopyrite,0.220224036607772,0.20370688171849385,0.016517154889278157,3.011261615108942,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Hematite,Magnetite,0.2292455344126735,0.21976206746265983,0.009483466950013675,2.6006845123300675,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Hematite;Chalcopyrite,False
Hematite,Pyrite,0.4369247540132992,0.2088317405365542,0.22809301347674502,5.168367548151301,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Hematite,False
Hematite,Magnetite,0.26267442315114603,0.20979171814704212,0.052882705004103914,3.2078680105673403,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Chalcopyrite;Hematite,False
Hematite,Pyrite,0.4478380105735292,0.18360523832694967,0.2642327722465795,3.0538729585939226,review_unknown_or_ambiguous,low_probability,Pyrite;Hematite;Chalcopyrite,False
Hematite,Magnetite,0.2628936369035521,0.2297286713850728,0.033164965518479306,2.3347238169016773,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Chalcopyrite;Hematite,False
Hematite,Chalcopyrite,0.3885144812321116,0.3011046542974202,0.08740982693469135,3.41700085757618,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Hematite,Magnetite,0.2363548060162358,0.2278713425622176,0.00848346345401818,2.0061670339031434,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Hematite;Pyrite,False
Magnetite,Pyrite,0.3441299066029024,0.21669613817253106,0.12743376843037132,11.478852888860082,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Pyrite;Chalcopyrite;Magnetite,False
Magnetite,Magnetite,0.27194278606906686,0.2107161881341413,0.06122659793492555,3.0024415599306007,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Hematite;Chalcopyrite,True
Magnetite,Pyrite,0.2773141239228649,0.22913018156372003,0.04818394235914489,2.517224113103883,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Hematite;Chalcopyrite,False
Magnetite,Galena,0.6791963026716553,0.06379547483332092,0.6154008278383344,2.194665851084861e-15,auto_sort,,Galena;Magnetite;Hematite,False
Magnetite,Chalcopyrite,0.3429067949159921,0.2439336352793167,0.09897315963667538,3.657019203140161,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Magnetite,Pyrite,0.2314307248530688,0.22746077352032398,0.003969951332744803,2.311860300837886,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Magnetite;Hematite,False
Magnetite,Hematite,0.30967822810847556,0.19749021332414643,0.11218801478432913,2.5340692297591474,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Magnetite;Chalcopyrite,False
Magnetite,Pyrite,0.44332589930521515,0.18496052779878833,0.2583653715064268,2.565317078315498,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Magnetite,False
Magnetite,Hematite,0.34016934069218224,0.19010301379178665,0.1500663269003956,2.3745653628591934,review_unknown_or_ambiguous,low_probability,Hematite;Magnetite;Pyrite,False
Magnetite,Magnetite,0.26291208512618774,0.22394959037152926,0.03896249475465849,9.80098780457009,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Magnetite;Hematite;Chalcopyrite,True
Magnetite,Chalcopyrite,0.2933338671196149,0.2231410669779542,0.07019280014166071,8.373123044191136,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Chalcopyrite;Hematite;Pyrite,False
Magnetite,Hematite,0.25504377834122277,0.21357610213174819,0.041467676209474585,2.020804347182667,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Pyrite;Chalcopyrite,False
Magnetite,Chalcopyrite,0.3082348165684787,0.27138017232998435,0.03685464423849433,2.9232763935446204,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Magnetite,Chalcopyrite,0.36563613830017605,0.1886404223298294,0.17699571597034666,6.4329349708414085,review_unknown_or_ambiguous,low_probability,Chalcopyrite;Magnetite;Hematite,False
Magnetite,Chalcopyrite,0.5516277503543981,0.11392303118369772,0.4377047191707004,1.8862030520327293,review_unknown_or_ambiguous,low_probability,Chalcopyrite;Hematite;Magnetite,False
Magnetite,Pyrite,0.39351598098385504,0.26531788563144737,0.12819809535240767,7.384238346346194,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Chalcopyrite;Magnetite,False
Magnetite,Magnetite,0.2840536436140762,0.23317050037383732,0.050883143240238876,1.996985260609354,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Hematite;Pyrite,True
Magnetite,Hematite,0.25381280361301806,0.2437110258917328,0.01010177772128526,2.7636518550988796,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Pyrite;Chalcopyrite,False
Magnetite,Magnetite,0.2292455344126735,0.21976206746265983,0.009483466950013675,2.6006845123300675,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Hematite;Chalcopyrite,True
Magnetite,Pyrite,0.4369247540132992,0.2088317405365542,0.22809301347674502,5.1696821663949954,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Hematite,False
Magnetite,Magnetite,0.26267442315114603,0.20979171814704212,0.052882705004103914,3.2078680105673403,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Chalcopyrite;Hematite,True
Magnetite,Chalcopyrite,0.4455312134596268,0.13454111126759183,0.310990102192035,1.3771860698620997,review_unknown_or_ambiguous,low_probability,Chalcopyrite;Magnetite;Hematite,False
Magnetite,Magnetite,0.2628936369035521,0.2297286713850728,0.033164965518479306,2.3347238169016773,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Chalcopyrite;Hematite,True
Magnetite,Chalcopyrite,0.3885144812321116,0.3011046542974202,0.08740982693469135,3.417722444273094,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Magnetite,Magnetite,0.2363548060162358,0.2278713425622176,0.00848346345401818,2.0061670339031434,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Magnetite;Hematite;Pyrite,True
Orthoclase,Orthoclase,0.3887262739327371,0.17034076599722495,0.21838550793551217,2.587917063328692,review_unknown_or_ambiguous,low_probability,Orthoclase;Albite;Quartz,True
Orthoclase,Albite,0.27769504498269226,0.21013894065228336,0.0675561043304089,2.446012927816066,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Albite;Orthoclase;Quartz,False
Orthoclase,Orthoclase,0.301944336645817,0.1529730695304188,0.14897126711539818,2.7485726268124386,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Quartz;Albite,True
Orthoclase,Calcite,0.4125379568886291,0.30408029980154694,0.10845765708708216,2.655694698794474,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Calcite;Dolomite;Magnetite,False
Orthoclase,Dolomite,0.4955643337458688,0.18213584166705024,0.3134284920788185,3.18657558937036,review_unknown_or_ambiguous,low_probability,Dolomite;Calcite;Magnetite,False
Orthoclase,Orthoclase,0.2873528236529744,0.19339281043798073,0.09396001321499364,3.377572364411298,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Dolomite;Quartz,True
Orthoclase,Dolomite,0.44819412002407555,0.1371877579091351,0.3110063621149405,2.146099982819968,review_unknown_or_ambiguous,low_probability,Dolomite;Calcite;Orthoclase,False
Orthoclase,Orthoclase,0.29633639583867843,0.2023972033502892,0.09393919248838922,3.34648763735612,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Dolomite;Quartz,True
Orthoclase,Dolomite,0.310554545023689,0.2611137323940714,0.049440812629617636,2.2203399018494605,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Dolomite;Orthoclase;Quartz,False
Orthoclase,Dolomite,0.3493538851629641,0.1941940658167337,0.1551598193462304,2.3138098129241467,review_unknown_or_ambiguous,low_probability,Dolomite;Orthoclase;Calcite,False
Orthoclase,Orthoclase,0.2534311472697088,0.2122628790672694,0.04116826820243938,8.916921746269015,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Orthoclase;Quartz;Dolomite,True
Orthoclase,Orthoclase,0.4067529304546638,0.21227241110612946,0.19448051934853436,2.15922855467167,review_unknown_or_ambiguous,low_probability,Orthoclase;Dolomite;Quartz,True
Orthoclase,Orthoclase,0.2852037168124429,0.21783201790991702,0.06737169890252587,3.2009268162641846,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Albite;Quartz,True
Orthoclase,Calcite,0.5011795717839133,0.22698322885723407,0.27419634292667916,2.555189549895497,review_unknown_or_ambiguous,low_probability,Calcite;Dolomite;Magnetite,False
Orthoclase,Orthoclase,0.39813900877002717,0.15671339378106755,0.24142561498895962,3.411494417156105,review_unknown_or_ambiguous,low_probability,Orthoclase;Quartz;Albite,True
Orthoclase,Orthoclase,0.32719485826720746,0.17407511073572327,0.1531197475314842,3.7178218784563386,review_unknown_or_ambiguous,low_probability,Orthoclase;Dolomite;Quartz,True
Orthoclase,Orthoclase,0.3328819237890561,0.2921735835248196,0.04070834026423653,2.2326234593058576,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Dolomite;Quartz,True
Orthoclase,Albite,0.4091164070470053,0.16224247248763243,0.24687393455937287,4.151071871723101,review_unknown_or_ambiguous,low_probability,Albite;Quartz;Orthoclase,False
Orthoclase,Quartz,0.40032416934161,0.17641477288401006,0.22390939645759997,3.3791383426527144,review_unknown_or_ambiguous,low_probability,Quartz;Orthoclase;Dolomite,False
Orthoclase,Dolomite,0.553186300659628,0.09697978327765873,0.4562065173819693,2.207872412150782,review_unknown_or_ambiguous,low_probability,Dolomite;Orthoclase;Calcite,False
Orthoclase,Dolomite,0.30701895869714574,0.27676324340135444,0.030255715295791297,1.9029508789447165,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Dolomite;Orthoclase;Calcite,False
Orthoclase,Quartz,0.41178442714027547,0.19249646477079574,0.21928796236947973,1.6610633233142165,review_unknown_or_ambiguous,low_probability,Quartz;Albite;Orthoclase,False
Orthoclase,Dolomite,0.2537997678621621,0.2351040348097689,0.018695733052393165,2.697350785843623,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Dolomite;Calcite;Orthoclase,False
Orthoclase,Dolomite,0.350230675562858,0.16451502260270937,0.1857156529601486,2.6697490514280258,review_unknown_or_ambiguous,low_probability,Dolomite;Orthoclase;Calcite,False
Orthoclase,Orthoclase,0.41834973888799426,0.13149589257944924,0.28685384630854505,1.8273511876570778,review_unknown_or_ambiguous,low_probability,Orthoclase;Albite;Quartz,True
Pyrite,Pyrite,0.26058288384222944,0.20678141485213164,0.0538014689900978,2.40252228694757,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Magnetite;Chalcopyrite,True
Pyrite,Pyrite,0.4476410234304833,0.14714168581008055,0.3004993376204027,10.2704356647157,review_unknown_or_ambiguous,low_probability;far_from_training_centroid,Pyrite;Chalcopyrite;Hematite,True
Pyrite,Pyrite,0.3063330221680966,0.2005036084191966,0.10582941374890001,1.9880841396489457,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Chalcopyrite;Hematite,True
Pyrite,Galena,0.6791963026716553,0.06379547483332092,0.6154008278383344,2.194665851084861e-15,auto_sort,,Galena;Magnetite;Hematite,False
Pyrite,Pyrite,0.5005350594425638,0.12566766180032263,0.3748673976422412,2.712340377819986,review_unknown_or_ambiguous,low_probability,Pyrite;Hematite;Chalcopyrite,True
Pyrite,Pyrite,0.331553801548263,0.22034686752445967,0.11120693402380336,2.773497706154528,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Hematite,0.2768049769338372,0.26401717190426266,0.01278780502957455,2.0689863448240846,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Pyrite;Chalcopyrite,False
Pyrite,Pyrite,0.4615093039612083,0.19264846061387617,0.2688608433473322,1.7678191388283957,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Hematite,0.2702715688903488,0.2537480271358381,0.016523541754510707,1.6783281800007055,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Chalcopyrite;Magnetite,False
Pyrite,Magnetite,0.26291208512618774,0.22394959037152926,0.03896249475465849,9.800054377902846,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Magnetite;Hematite;Chalcopyrite,False
Pyrite,Chalcopyrite,0.28639905362524726,0.28632908823844766,6.996538679959752e-05,7.138116439975499,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Pyrite,Hematite,0.25504377834122277,0.21357610213174819,0.041467676209474585,2.0208043471826675,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Pyrite;Chalcopyrite,False
Pyrite,Chalcopyrite,0.3082348165684787,0.27138017232998435,0.03685464423849433,2.922213805971689,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Chalcopyrite;Pyrite;Magnetite,False
Pyrite,Magnetite,0.2811769991782405,0.2480463183507561,0.03313068082748441,8.079998591632382,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin;far_from_training_centroid,Magnetite;Chalcopyrite;Hematite,False
Pyrite,Chalcopyrite,0.5471447338827021,0.11057932436228098,0.43656540952042117,3.4836449327011754,review_unknown_or_ambiguous,low_probability,Chalcopyrite;Pyrite;Magnetite,False
Pyrite,Pyrite,0.417359525507657,0.21767871564447341,0.19968080986318357,5.812435003152873,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Pyrite,0.5305056732635426,0.14618334432661337,0.3843223289369292,2.606160820140084,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Pyrite,0.4518321087200792,0.22525492206477013,0.22657718665530904,4.042888391232915,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Pyrite,0.3573349139127569,0.24371356971197122,0.11362134420078568,2.095561517044002,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Pyrite,0.4369247540132992,0.2088317405365542,0.22809301347674502,5.158484840342958,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Hematite,True
Pyrite,Hematite,0.26347691512463584,0.21611527051278764,0.04736164461184819,3.3595915532512968,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Hematite;Magnetite;Pyrite,False
Pyrite,Pyrite,0.40044872130193504,0.1996355187865396,0.20081320251539544,1.783856792053834,review_unknown_or_ambiguous,low_probability,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Pyrite,0.36357125051970846,0.31656482599419006,0.0470064245255184,7.0264436648674575,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Pyrite;Chalcopyrite;Magnetite,True
Pyrite,Pyrite,0.47966181722808776,0.13277634219094903,0.34688547503713874,3.2959816387223366,review_unknown_or_ambiguous,low_probability,Pyrite;Hematite;Chalcopyrite,True
Pyrite,Pyrite,0.5667496883021869,0.09393989210008691,0.47280979620209995,1.7246517141315703,review_unknown_or_ambiguous,low_probability,Pyrite;Magnetite;Chalcopyrite,True
Quartz,Albite,0.3379623554391642,0.2882750951904982,0.04968726024866599,3.4286311638661213,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Albite;Orthoclase;Quartz,False
Quartz,Quartz,0.3001723311775298,0.21129401238644893,0.08887831879108085,2.746835572148953,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Quartz;Orthoclase;Albite,True
Quartz,Albite,0.3216339225413762,0.21451925075858258,0.1071146717827936,2.740028562447081,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Albite;Quartz;Orthoclase,False
Quartz,Orthoclase,0.3880588735710136,0.2060441909532846,0.182014682617729,2.0856318508361396,review_unknown_or_ambiguous,low_probability,Orthoclase;Dolomite;Albite,False
Quartz,Orthoclase,0.26237501731034524,0.244692789438534,0.01768222787181123,3.3978173144524497,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Quartz;Albite,False
Quartz,Orthoclase,0.30185668987778547,0.16115579307694183,0.14070089680084363,2.621416107026132,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Quartz;Dolomite,False
Quartz,Dolomite,0.4212023646511775,0.20143485421266913,0.21976751043850837,2.0282180800053755,review_unknown_or_ambiguous,low_probability,Dolomite;Orthoclase;Quartz,False
Quartz,Quartz,0.30839222074640643,0.25603275695099825,0.05235946379540818,2.4113635203996933,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Quartz;Albite;Orthoclase,True
Quartz,Albite,0.39308439743955254,0.18432813189688835,0.2087562655426642,2.0887889465428984,review_unknown_or_ambiguous,low_probability,Albite;Orthoclase;Quartz,False
Quartz,Orthoclase,0.308326742078914,0.16476328363499898,0.143563458443915,1.8050619979340048,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Orthoclase;Quartz;Dolomite,False
Quartz,Quartz,0.30309179649162726,0.20164830422632965,0.10144349226529761,2.8708544927100728,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Quartz;Albite;Orthoclase,True
Quartz,Quartz,0.49908870769672425,0.25398910971068034,0.24509959798604392,2.8360642662239317,review_unknown_or_ambiguous,low_probability,Quartz;Albite;Magnetite,True
Quartz,Albite,0.31856160482585505,0.31359140357630677,0.004970201249548278,3.728659883666532,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Albite;Quartz;Orthoclase,False
Quartz,Calcite,0.5143957271223059,0.2110459737608655,0.3033497533614403,2.377764463398054,review_unknown_or_ambiguous,low_probability,Calcite;Dolomite;Magnetite,False
Quartz,Orthoclase,0.40440538405939347,0.15918711494853363,0.24521826911085984,4.00388415494155,review_unknown_or_ambiguous,low_probability,Orthoclase;Albite;Quartz,False
Quartz,Orthoclase,0.34401932126935586,0.1681597179932801,0.17585960327607575,4.10385992411019,review_unknown_or_ambiguous,low_probability,Orthoclase;Albite;Quartz,False
Quartz,Albite,0.278952577159674,0.2237784331349534,0.05517414402472057,3.281974099016703,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Albite;Quartz;Orthoclase,False
Quartz,Albite,0.5060047065353688,0.1680137848604917,0.3379909216748771,2.9580613585776745,review_unknown_or_ambiguous,low_probability,Albite;Quartz;Orthoclase,False
Quartz,Quartz,0.40886480115862306,0.27702768906019243,0.13183711209843063,3.5394583496399727,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Quartz;Albite;Orthoclase,True
Quartz,Quartz,0.4335169095274904,0.27981413395180477,0.15370277557568562,3.097165025731872,review_unknown_or_ambiguous,low_probability,Quartz;Albite;Orthoclase,True
Quartz,Quartz,0.5617592646436407,0.17212087271734647,0.38963839192629424,2.1978490613433013,review_unknown_or_ambiguous,low_probability,Quartz;Albite;Magnetite,True
Quartz,Quartz,0.447791614157471,0.270935874859999,0.176855739297472,2.6583673213482504,review_unknown_or_ambiguous,low_probability,Quartz;Albite;Magnetite,True
Quartz,Orthoclase,0.43460585178179817,0.12579703968908773,0.30880881209271044,1.7015485071784457,review_unknown_or_ambiguous,low_probability,Orthoclase;Quartz;Albite,False
Quartz,Albite,0.22419449730787488,0.22322902985739643,0.0009654674504784577,1.865840323940216,review_unknown_or_ambiguous,low_probability;small_top1_top2_margin,Albite;Orthoclase;Quartz,False
Quartz,Albite,0.6275481275495028,0.08223132776594205,0.5453167997835608,3.9760465414158546,review_unknown_or_ambiguous,low_probability,Albite;Quartz;Orthoclase,False
